City_ID,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
267,vila velha,-20.3297,-40.2925,82.94,79,20,20.71,BR,1703275481
268,alofi,-19.0595,-169.9187,75.09,88,75,9.22,NU,1703275483
269,remire-montjoly,4.9167,-52.2667,82.44,83,75,6.91,GF,1703275484
270,colonia,50.9333,6.95,51.89,77,75,29.93,DE,1703275485
271,selfoss,63.9331,-20.9971,15.64,50,100,11.59,IS,1703275488
272,marsh harbour,26.5412,-77.0636,70.59,66,100,16.44,BS,1703275207
273,okhotsk,59.3833,143.3,-19.57,87,27,10.29,RU,1703275490
274,lazaro cardenas,17.9583,-102.2,81.97,70,93,8.7,MX,1703275491
275,kalashnikovo,57.2824,35.2262,28.29,96,100,11.97,RU,1703275493
276,warrnambool,-38.3833,142.4833,52.54,84,60,8.79,AU,1703275494
277,ciudad lazaro cardenas,17.9583,-102.2,81.97,70,93,8.7,MX,1703275495
278,pingliang,35.5392,106.6861,22.59,41,42,3.53,CN,1703275497
279,saskatoon,52.1168,-106.6345,35.58,80,75,10.36,CA,1703274938
280,kutum,14.2,24.6667,66.99,21,16,10.78,SD,1703275499
281,pont rouge,48.8833,-72.0825,12.49,54,50,2.39,CA,1703275500
282,calintaan,12.5667,120.9333,77.4,76,78,5.61,PH,1703275502
283,hithadhoo,-0.6,73.0833,79.74,82,100,4.83,MV,1703275504
284,tughyl,47.7252,84.2063,10.15,91,6,8.61,KZ,1703275505
285,bejar,40.3864,-5.7634,43.57,69,1,7.43,ES,1703275507
286,howrah,22.5892,88.3103,62.6,88,7,0.0,IN,1703275216
287,minas de marcona,-15.2119,-75.1103,68.09,73,74,16.6,PE,1703275509
288,san antonio de pale,-1.4014,5.6325,82.18,80,59,5.1,GQ,1703275395
289,brookings,44.3114,-96.7984,37.4,93,100,0.0,US,1703275509
290,namibe,-15.1961,12.1522,73.71,80,100,4.79,AO,1703275513
291,kpandae,8.4689,-0.0113,84.94,18,74,2.84,GH,1703275515
292,la sarre,48.8002,-79.1996,22.82,66,100,7.25,CA,1703275517
293,sinop,41.7711,34.8709,43.59,83,100,11.32,TR,1703275518
294,gora,51.6664,16.5349,37.02,69,28,20.36,PL,1703275520
295,zanjan,36.6736,48.4787,38.98,82,96,13.82,IR,1703275319
296,klyuchi,52.2667,79.1667,19.54,94,74,6.29,RU,1703275522
297,impfondo,1.6381,18.0667,77.59,76,94,3.09,CG,1703275524
298,aberdeen,57.1437,-2.0981,38.37,82,99,13.8,GB,1703275525
299,bokoro,12.3807,17.0568,76.03,21,99,12.48,TD,1703275527
300,malango,-2.9627,119.9001,68.9,98,100,1.43,ID,1703275528
301,znamenka,52.4167,41.4311,34.83,98,100,12.3,RU,1703275530
302,pandan,14.0453,124.1694,78.6,82,89,17.9,PH,1703275531
303,caluula,11.9661,50.7569,77.27,76,5,11.63,SO,1703275532
304,monywa,22.1167,95.1333,66.33,81,3,5.97,MM,1703275534
305,coyhaique,-45.5752,-72.0662,59.61,47,75,8.05,CL,1703275464
306,manokwari,-0.8667,134.0833,79.11,83,100,5.73,ID,1703275536
307,vila franca do campo,37.7167,-25.4333,61.21,80,3,7.63,PT,1703275539
308,piti village,13.4626,144.6933,82.45,89,100,11.5,GU,1703275540
309,nishinoomote,30.7333,131.0,48.2,63,100,17.69,JP,1703275541
310,taksimo,56.3444,114.8794,-7.56,88,96,1.81,RU,1703275543
311,tolanaro,-25.0319,46.9987,78.87,73,75,9.22,MG,1703275544
312,namdrik,5.5994,168.1028,81.93,80,57,18.48,MH,1703275545
313,geraldton,-28.7667,114.6,72.01,73,100,4.61,AU,1703275547
314,the pas,53.8251,-101.2541,26.62,93,0,12.66,CA,1703275548
315,soio,-6.1349,12.3689,80.35,84,100,1.57,AO,1703275549
316,union,40.6334,-74.2663,41.4,40,40,3.0,US,1703275551
317,pak phanang,8.3511,100.202,79.18,76,100,13.6,TH,1703275552
318,ganghwa-gun,37.7472,126.4856,12.09,76,11,3.22,KR,1703275553
319,oneonta,42.4529,-75.0638,38.3,61,15,2.1,US,1703275475
320,canavieiras,-15.675,-38.9472,81.0,76,100,8.23,BR,1703275556
321,sirjan,29.452,55.6814,46.74,42,100,8.01,IR,1703275557
322,lospalos,-8.5186,127.0025,73.78,93,33,3.44,TL,1703275558
323,mahina,-17.5065,-149.489,83.97,74,20,5.75,PF,1703275559
324,bandarbeyla,9.4942,50.8122,77.59,81,24,13.87,SO,1703275561
325,crane,31.3974,-102.3501,66.2,54,5,12.86,US,1703275562
326,kisangani,0.5167,25.2,72.91,97,97,3.2,CD,1703275564
327,hammerfest,70.6634,23.6821,19.85,79,0,4.61,NO,1703275566
328,am timan,11.0297,20.2827,80.8,19,100,7.65,TD,1703275567
329,mukher,18.7,77.3667,64.47,29,70,4.83,IN,1703275568
330,januaria,-15.4833,-44.3667,80.56,65,100,1.36,BR,1703275570
331,taman',45.2117,36.7161,49.42,87,100,22.97,RU,1703275571
332,prainha,-1.8,-53.48,92.53,47,57,8.08,BR,1703275574
333,sao joao de pirabas,-0.7747,-47.1772,82.62,75,80,10.98,BR,1703275576
334,cascais,38.6979,-9.4215,56.05,79,0,3.0,PT,1703275577
335,caleta de carquin,-11.0925,-77.6267,74.23,74,93,9.15,PE,1703275579
336,al burayqah,30.4062,19.5739,64.51,66,96,24.65,LY,1703275580
337,antsohihy,-14.8796,47.9875,77.52,86,92,4.16,MG,1703275581
338,yelizovo,53.1873,158.3805,-5.66,59,20,6.71,RU,1703275582
339,homer,59.6425,-151.5483,28.27,82,100,3.44,US,1703275584
340,ilgin,38.2792,31.9139,45.19,75,100,13.51,TR,1703275585
341,sao joao da barra,-21.6403,-41.0511,87.89,86,67,3.18,BR,1703275448
342,bor,56.3567,44.0669,35.53,100,100,11.95,RU,1703275588
343,taybad,34.74,60.7756,50.31,36,4,15.28,IR,1703275589
344,al kharj,24.155,47.3346,64.98,41,4,10.54,SA,1703275590
345,at taj,24.2049,23.2857,52.3,44,0,8.39,LY,1703275592
346,levuka,50.1834,-105.4011,46.11,61,12,8.75,CA,1703275593
347,mbalmayo,3.5167,11.5,79.12,78,9,3.18,CM,1703275594
348,new norfolk,-42.7826,147.0587,51.71,82,4,1.59,AU,1703275595
349,hailey,43.5196,-114.3153,43.32,73,100,6.91,US,1703275597
350,greymouth,-42.4667,171.2,59.56,94,100,5.37,NZ,1703275598
351,ascension,30.2169,-90.9001,75.42,64,75,5.75,US,1703275599
352,rengasdengklok,-6.1592,107.2981,80.28,73,100,2.73,ID,1703275601
353,mpika,-11.8343,31.4529,64.27,94,91,2.1,ZM,1703275603
354,ivanivka,46.7208,34.553,45.57,83,100,16.24,UA,1703275604
355,queenstown,-31.8976,26.8753,70.43,59,66,5.41,ZA,1703275607
356,maragogi,-9.0122,-35.2225,81.27,69,54,8.3,BR,1703275608
357,katsuren-haebaru,26.3369,127.8719,59.02,76,100,10.36,JP,1703275610
358,sinabang,2.4803,96.3801,79.92,84,100,2.51,ID,1703275611
359,tralee,52.2704,-9.7026,51.15,84,100,15.03,IE,1703275612
360,peace river,56.2501,-117.286,37.71,75,75,3.44,CA,1703275398
361,jalai nur,49.45,117.7,-16.56,86,14,4.94,CN,1703275615
362,arno,60.1167,18.6333,33.78,98,100,14.47,SE,1703275616
363,preobrazheniye,42.9019,133.9064,3.09,79,6,9.82,RU,1703275617
364,obala,4.1667,11.5333,80.47,60,47,2.8,CM,1703275620
365,patacamaya,-17.2333,-67.9167,66.33,38,61,17.4,BO,1703275621
366,i-n-salah,27.1935,2.4607,57.56,30,0,7.43,DZ,1703275622
367,port macquarie,-31.4333,152.9167,64.89,76,6,10.49,AU,1703275611
368,langon,44.5,-0.3333,51.49,75,100,6.93,FR,1703275625
369,nguigmi,14.2495,13.1092,70.0,28,100,13.15,NE,1703275626
370,kupang,-10.1667,123.5833,79.38,100,86,1.14,ID,1703275628
371,uliastay,47.7417,96.8444,-9.17,86,4,6.15,MN,1703275629
372,antalaha,-14.9003,50.2788,78.98,87,6,1.3,MG,1703275630
373,pimentel,-6.8367,-79.9342,79.09,61,75,14.97,PE,1703275632
374,barbalha,-7.3111,-39.3042,90.0,31,100,5.3,BR,1703275633
375,kenai,60.5544,-151.2583,15.15,94,75,13.8,US,1703275635
376,east london,-33.0153,27.9116,77.0,74,99,15.23,ZA,1703275636
377,castillos,-34.1667,-53.8333,70.66,66,3,7.87,UY,1703275637
378,grimstad,58.3405,8.5934,30.11,57,2,17.27,NO,1703275639
379,magadan,59.5667,150.8,-23.48,78,100,8.14,RU,1703275496
380,petauke,-14.2426,31.3253,72.03,80,99,4.85,ZM,1703275641
381,deqen,29.9618,90.7188,26.94,29,100,2.95,CN,1703275643
382,ormond-by-the-sea,29.3491,-81.0665,68.23,82,100,10.36,US,1703275644
383,ujae,8.9322,165.7642,81.05,79,82,20.11,MH,1703275645
384,karema,-6.8205,30.4389,70.79,84,100,3.44,TZ,1703275646
385,sangolqui,-0.3341,-78.4522,73.89,78,100,2.62,EC,1703275632
386,pangody,65.85,74.4859,10.94,96,100,7.2,RU,1703275649
387,maun,-19.9833,23.4167,78.71,59,60,4.74,BW,1703275650
388,leava,-14.3,-178.1667,82.22,79,100,19.33,WF,1703275652
389,springs,-26.25,28.4,73.26,56,38,7.96,ZA,1703275653
390,tenenkou,14.4572,-4.9169,73.67,12,0,9.91,ML,1703275654
391,zouerate,22.7187,-12.4521,60.6,24,12,7.14,MR,1703275656
392,chonchi,-42.6128,-73.8092,65.41,71,71,2.98,CL,1703275657
393,swan hill,-35.3378,143.5544,62.46,59,52,10.96,AU,1703275658
394,road town,18.4167,-64.6167,80.69,73,1,13.24,VG,1703275661
395,zarghun shahr,32.8473,68.4457,36.43,71,26,3.83,AF,1703275662
396,zhalantun,48.0,122.7167,-7.35,84,1,7.63,CN,1703275664
397,pavlodar,52.3,76.95,17.4,93,75,6.71,KZ,1703275665
398,chulakkurgan,43.765,69.1814,29.1,51,0,2.51,KZ,1703275666
399,kimbe,-5.5502,150.1429,75.83,95,100,2.59,PG,1703275668
400,cannonvale,-20.2833,148.7,78.19,90,21,8.39,AU,1703275669
401,pizarro,4.9533,-77.366,82.9,82,100,5.68,CO,1703275670
402,nieuw amsterdam,5.8833,-55.0833,84.22,82,40,2.3,SR,1703275672
403,villamontes,-21.25,-63.5,87.8,53,100,1.72,BO,1703275673
404,kayes,14.0,-11.0,76.6,14,15,6.4,ML,1703275674
405,jinchang,38.4953,102.1739,23.0,71,100,7.94,CN,1703275676
406,kani keli,-12.9536,45.1033,83.46,71,9,4.65,YT,1703275677
407,makungu,-8.7333,35.2833,66.13,99,100,1.59,TZ,1703275679
408,mantua,45.1667,10.7833,54.64,65,3,10.56,IT,1703275680
409,hitoyoshi,32.2167,130.75,31.64,86,13,2.28,JP,1703275682
410,tereze,43.9361,42.4434,28.8,68,99,3.69,RU,1703275683
411,mugia,43.1041,-9.2179,48.9,78,6,16.28,ES,1703275685
412,ambon,-3.6954,128.1814,77.14,94,40,2.3,ID,1703275543
413,vuktyl,63.8567,57.3094,25.11,98,99,3.0,RU,1703275688
414,mossel bay,-34.1831,22.146,69.96,84,4,15.35,ZA,1703275689
415,le port,-20.9373,55.2919,78.8,91,5,3.4,RE,1703275691
416,gandorhun,7.5,-11.8333,73.99,63,53,3.8,SL,1703275692
417,xuddur,4.1213,43.8894,80.62,63,51,17.81,SO,1703275694
418,naze,28.3667,129.4833,52.47,69,100,13.38,JP,1703275695
419,okha,53.5739,142.9478,-12.77,95,69,12.8,RU,1703275696
420,najran,17.4924,44.1277,63.25,40,0,1.66,SA,1703275698
421,villa de san francisco,14.1667,-86.9667,76.48,62,77,7.09,HN,1703275699
422,san julian,21.0167,-102.1667,62.4,40,100,5.17,MX,1703275701
423,montepuez,-13.1256,38.9997,72.19,98,100,3.78,MZ,1703275703
424,emerald,-23.5333,148.1667,72.34,94,0,10.47,AU,1703275704
425,fort st. john,56.2499,-120.8529,40.96,62,89,15.61,CA,1703275675
426,tarauaca,-8.1614,-70.7656,88.48,57,58,3.6,BR,1703275707
427,sovetskiy,61.3614,63.5842,33.04,92,100,9.19,RU,1703275708
428,sao tome,0.3365,6.7273,81.46,85,57,5.3,ST,1703275709
429,qarauyl,48.9451,79.255,14.09,86,7,7.99,KZ,1703275711
430,pacasmayo,-7.4006,-79.5714,73.42,74,100,13.09,PE,1703275712
431,bonthe,7.5264,-12.505,77.23,63,7,7.05,SL,1703275713
432,antofagasta,-23.65,-70.4,69.08,70,43,8.97,CL,1703275419
433,callao,-12.0667,-77.15,75.49,64,0,12.66,PE,1703275716
434,abancay,-13.6339,-72.8814,75.72,52,91,7.36,PE,1703275717
435,tulum,20.2167,-87.4667,81.52,51,77,8.23,MX,1703275718
436,ulverston,54.1959,-3.0963,50.67,86,100,22.55,GB,1703275720
437,durban,-29.8579,31.0292,77.18,90,100,8.1,ZA,1703275721
438,balqash,46.8481,74.995,27.55,81,5,14.74,KZ,1703275722
439,jilib,0.4883,42.7854,81.88,78,86,9.93,SO,1703275638
440,aral,40.5156,81.2636,24.12,45,0,2.53,CN,1703275725
441,rio preto da eva,-2.6994,-59.6997,74.97,99,100,1.52,BR,1703275726
442,bayside,40.8424,-124.0637,52.9,92,100,10.36,US,1703275728
443,mariental,-24.6333,17.9667,93.07,18,73,11.27,NA,1703275729
444,puerto santa,-8.9906,-78.6456,72.45,78,29,10.16,PE,1703275730
445,degerfors,59.238,14.4308,27.68,89,100,13.09,SE,1703275732
446,morozovsk,48.3539,41.8261,44.29,78,100,15.97,RU,1703275733
447,yuzhno-kurilsk,44.0306,145.8556,24.37,67,18,13.51,RU,1703275735
448,gopalpur,19.2667,84.9167,65.08,73,11,3.85,IN,1703275737
449,bukama,-9.2,25.85,71.35,94,100,0.92,CD,1703275637
450,hemsby,52.6971,1.6918,50.41,85,100,26.37,GB,1703275739
451,quellon,-43.1167,-73.6167,56.32,78,70,10.45,CL,1703275741
452,mount pearl,47.5166,-52.7813,33.85,99,100,14.5,CA,1703275742
453,volchikha,52.0333,80.3833,13.98,91,41,5.01,RU,1703275744
454,sangkhla buri,15.1555,98.4536,59.99,78,56,2.64,TH,1703275745
455,island harbour,50.724,-1.2758,51.48,80,100,7.0,GB,1703275746
456,tomohon,1.3346,124.8392,67.01,92,97,0.56,ID,1703275747
457,arteche,12.2645,125.4048,77.9,82,100,9.53,PH,1703275749
458,rio grande,-32.035,-52.0986,73.94,74,13,10.71,BR,1703275657
459,tarakan,3.3,117.6333,79.09,84,84,3.87,ID,1703275751
460,port hueneme,34.1478,-119.1951,71.37,69,75,11.5,US,1703275753
461,iskateley,67.6803,53.1512,-1.98,100,89,5.99,RU,1703275754
462,umluj,25.0213,37.2685,72.55,49,100,11.83,SA,1703275755
463,maxixe,-23.8597,35.3472,75.79,82,31,7.2,MZ,1703275757
464,alto araguaia,-17.3147,-53.2153,78.91,73,100,7.83,BR,1703275833
465,khandyga,62.6667,135.6,-38.13,99,100,2.75,RU,1703275835
466,sault ste. marie,46.5168,-84.3333,34.36,84,100,9.22,CA,1703275550
467,ca mau,9.1769,105.15,75.94,66,100,10.22,VN,1703275837
468,mae ramat,16.984,98.5166,65.8,86,86,2.95,TH,1703275839
469,vyazemskiy,47.5378,134.7525,-28.44,99,21,2.86,RU,1703275840
470,booue,-0.0921,11.9385,77.61,84,94,2.17,GA,1703275841
471,lionel town,17.8101,-77.2406,84.09,74,32,9.8,JM,1703275843
472,saint-francois,46.4154,3.9054,47.64,93,100,11.5,FR,1703275844
473,ad dilam,23.9915,47.1627,64.81,41,3,10.74,SA,1703275847
474,sragen,-7.4264,111.0222,75.4,80,99,4.97,ID,1703275848
475,parapat,2.663,98.9349,67.1,94,100,1.05,ID,1703275849
476,timimoun,29.2639,0.231,56.07,42,0,7.56,DZ,1703275850
477,west plains,36.7281,-91.8524,53.28,83,100,8.05,US,1703275651
478,cockburn town,21.4612,-71.1419,76.32,63,51,19.26,TC,1703275853
479,axim,4.8699,-2.2405,80.49,74,100,6.44,GH,1703275855
480,northam,51.0333,-4.2167,51.62,85,84,21.68,GB,1703275856
481,zhaodong,46.0833,125.9833,-13.13,95,11,4.38,CN,1703275858
482,santana,-0.0583,-51.1817,89.78,66,40,13.8,BR,1703275859
483,vikulovo,56.8167,70.6107,32.45,92,100,12.24,RU,1703275860
484,vilyuchinsk,52.9306,158.4028,-5.53,85,75,6.87,RU,1703275862
485,ghadamis,30.1337,9.5007,53.69,55,0,4.85,LY,1703275863
486,san borja,-14.8167,-66.85,91.36,57,99,2.51,BO,1703275865
487,kawardha,22.0167,81.25,63.93,33,100,1.77,IN,1703275866
488,otaki,-40.7583,175.15,67.95,83,100,1.99,NZ,1703275797
489,verkhnyaya sinyachikha,57.976,61.6673,30.07,93,100,7.2,RU,1703275869
490,santyoku,37.4406,129.1708,20.43,56,0,10.58,KR,1703275870
491,kattivakkam,13.2167,80.3167,71.69,73,99,10.02,IN,1703275871
492,polillo,14.7122,121.9392,76.44,89,100,21.41,PH,1703275873
493,mananjary,-21.2167,48.3333,78.51,88,87,3.49,MG,1703275874
494,morehead city,34.7229,-76.726,58.03,51,0,6.91,US,1703275875
495,aykhal,66.0,111.5,-4.4,96,100,9.6,RU,1703275877
496,jayapura,-2.5333,140.7,74.59,89,100,4.36,ID,1703275690
497,huntsville,34.7304,-86.5861,61.36,39,0,9.22,US,1703275881
498,kesap,40.9164,38.5144,55.22,63,93,8.39,TR,1703275882
499,fernie,49.5,-115.0687,43.0,90,95,5.73,CA,1703275884
500,chateau-renault,47.5919,0.9114,48.74,74,100,12.26,FR,1703275886
501,mumford,5.2618,-0.759,80.73,81,11,6.62,GH,1703275888
502,pilar,-9.5972,-35.9567,80.53,64,91,8.72,BR,1703275889
503,olyokminsk,60.3736,120.4264,1.69,97,100,4.68,RU,1703275891
504,weingarten,47.8,9.6333,47.53,94,100,23.02,DE,1703275892
505,chernomorskoye,45.5039,32.6997,47.43,77,100,19.17,UA,1703275893
506,cidreira,-30.1811,-50.2056,76.17,83,58,11.92,BR,1703275895
507,shabqadar,34.2139,71.5552,55.62,19,100,3.09,PK,1703275896
508,cozumel,20.5083,-86.9458,81.07,69,40,8.05,MX,1703275897
509,shenkursk,62.1091,42.896,27.43,91,100,8.12,RU,1703275899
510,tan-tan,28.438,-11.1032,64.56,21,0,10.89,MA,1703275900
511,saint-leu,-21.15,55.2833,77.86,90,5,4.76,RE,1703275902
512,piacabucu,-10.4056,-36.4344,81.66,66,56,9.93,BR,1703275866
513,popondetta,-8.7537,148.2534,73.02,94,97,2.01,PG,1703275904
514,freetown,8.484,-13.2299,77.29,63,2,3.53,SL,1703275905
515,sarkand,45.41,79.9186,32.23,65,1,8.23,KZ,1703275907
516,portland,45.5234,-122.6762,46.83,95,100,7.0,US,1703275661
517,kargopol',61.5071,38.9456,30.27,92,100,11.81,RU,1703275909
518,payyannur,12.1,75.2,77.7,83,100,3.96,IN,1703275911
519,kavieng,-2.5744,150.7967,80.64,83,100,5.48,PG,1703275912
520,birjand,32.8663,59.2211,44.2,42,0,6.02,IR,1703275913
521,qamdo,31.1667,97.2333,11.82,26,0,2.39,CN,1703275915
522,miyako,39.6367,141.9525,27.63,69,47,5.68,JP,1703275916
523,kirakira,-10.4544,161.9205,80.87,83,45,1.72,SB,1703275917
524,taltal,-25.4,-70.4833,69.98,69,23,8.46,CL,1703275919
525,isabel segunda,18.1491,-65.4427,80.87,92,11,4.0,PR,1703275920
526,coronel dorrego,-38.7187,-61.2873,74.55,58,71,3.53,AR,1703275921
527,grigoropolisskaya,45.2972,41.0567,47.08,64,100,1.92,RU,1703275923
528,prince rupert,54.3161,-130.3201,42.49,75,100,14.97,CA,1703275924
529,joshimath,30.5667,79.5667,53.67,20,100,4.29,IN,1703275926
530,sonoita,31.85,-112.8333,58.69,85,100,9.55,MX,1703275927
531,camarinas,43.1311,-9.1817,53.19,79,10,15.35,ES,1703275928
532,metlili chaamba,32.2667,3.6333,54.72,38,0,9.1,DZ,1703275930
533,nuku'alofa,-21.1333,-175.2,80.94,74,20,13.8,TO,1703275931
534,rio rancho,35.2334,-106.6645,56.8,55,40,5.01,US,1703275932
535,galliano,29.4422,-90.2992,73.99,60,40,6.91,US,1703275934
536,waitara,-38.925,174.25,64.99,81,93,7.67,NZ,1703275935
537,fort mcmurray,56.7268,-111.381,33.39,74,0,9.22,CA,1703275936
